End Time;Logon_type;Name;Attacker Address;Target Address;Destination User ID;Destination User Name;Source Process Name;Destination Process Name;Device Custom String4;File Hash;Priority;Device Host Name;Device Address;Device Vendor;Device Product
02.04.2021 11:19:28;3;An account was successfully logged on.;;172.20.21.32;0x1469756f24;night-city-DC01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:27;3;An account was successfully logged on.;;172.20.21.32;0x1469755c72;night-city-RDS01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:26;3;An account was successfully logged on.;;172.20.21.32;0x1469753431;night-city-SQL02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:25;3;An account was logged off.;;172.20.21.32;0x1469381d49;night-city-MPC06$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:25;3;An account was successfully logged on.;;172.20.21.32;0x146974edd0;night-city-DNS02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:24;3;An account was successfully logged on.;;172.20.21.32;0x146974cfd2;night-city-SH02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:24;;Process Terminated;;172.20.21.32;;SYSTEM;;c:\windows\system32\wbem\wmiprvse.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Windows Sysmon
02.04.2021 11:19:24;;Process Terminated;;172.20.21.32;;SYSTEM;;c:\windows\system32\wbem\wmiprvse.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Windows Sysmon
02.04.2021 11:19:24;3;An account was logged off.;;172.20.21.32;0x146937740e;night-city-MPC08$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:22;3;An account was successfully logged on.;;172.20.21.32;0x1469742082;night-city-SQL02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:21;;File Created;;172.20.21.32;;SYSTEM;;c:\windows\system32\svchost.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Windows Sysmon
02.04.2021 11:19:20;3;An account was successfully logged on.;;172.20.21.32;0x146973c47d;night-city-TM05$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:11;3;An account was successfully logged on.;;172.20.21.32;0x146971a376;night-city-MPC06$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:11;3;An account was successfully logged on.;;172.20.21.32;0x146971a34e;night-city-KONT02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:09;3;An account was successfully logged on.;;172.20.21.32;0x146971495e;night-city-MPC08$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:04;3;An account was successfully logged on.;;172.20.21.32;0x1469702de2;night-city-RDCB02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:04;3;An account was successfully logged on.;;172.20.21.32;0x1469700e8c;night-city-TM04$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:04;3;An account was logged off.;;172.20.21.32;0x146928e61a;night-city-RDS01$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:03;3;An account was logged off.;;172.20.21.32;0x1469285727;night-city-TM04$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:19:02;3;An account was successfully logged on.;;172.20.21.32;0x14696f4cea;night-city-SH03$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:55;3;An account was successfully logged on.;;172.20.21.32;0x14696df305;night-city-VADM02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:55;3;An account was logged off.;;172.20.21.32;0x1469227b2c;KHV-JIVS$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:54;3;An account was logged off.;;172.20.21.32;0x14692c05e2;night-city-TM05$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:54;3;An account was logged off.;;172.20.21.32;0x146930a464;night-city-CONN03$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:53;3;An account was successfully logged on.;;172.20.21.32;0x14696d7c63;night-city-MPC07$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:52;3;An account was successfully logged on.;;172.20.21.32;0x14696d2207;night-city-CONN03$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:51;3;An account was successfully logged on.;;172.20.21.32;0x14696d0737;night-city-SQL01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:50;3;An account was successfully logged on.;;172.20.21.32;0x14696c98cd;FarEast-MCONT02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:47;3;An account was successfully logged on.;;172.20.21.32;0x14696c2c0a;night-city-RDCB01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:47;3;An account was successfully logged on.;;172.20.21.32;0x14696c2a97;night-city-RDCB01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:47;3;An account was logged off.;;172.20.21.32;0x14692e4e52;Russia-CTF2021;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:44;3;An account was successfully logged on.;;172.20.21.32;0x14696b5f3a;night-city-CA01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:44;3;An account was logged off.;;172.20.21.32;0x14690321d8;CTF2021;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:44;;File Creation Time Changed;;172.20.21.32;;SYSTEM;;c:\windows\system32\windowspowershell\v1.0\powershell_ise.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Windows Sysmon
02.04.2021 11:18:43;3;An account was successfully logged on.;;172.20.21.32;0x14696b04c1;night-city-CONN03$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:41;3;An account was successfully logged on.;;172.20.21.32;0x14696ab661;KHV-JIVS$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:41;3;An account was logged off.;;172.20.21.32;0x14692bed28;night-city-SQL01$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:38;3;An account was successfully logged on.;;172.20.21.32;0x146969da25;night-city-RDS01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:37;3;An account was logged off.;;172.20.21.32;0x14691e3063;night-city-SQL02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:36;3;An account was logged off.;;172.20.21.32;0x146905d9fa;night-city-SQL01$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:36;3;An account was successfully logged on.;;172.20.21.32;0x146969517d;night-city-RDCB02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:30;3;An account was successfully logged on.;;172.20.21.32;0x14696837de;FarEast-MCONT02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:30;3;An account was logged off.;;172.20.21.32;0x1469285dba;night-city-RDCB02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:30;3;An account was successfully logged on.;;172.20.21.32;0x146967d187;CTF2021;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:30;3;An account was successfully logged on.;;172.20.21.32;0x146967d188;CTF2021;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:29;3;An account was successfully logged on.;;172.20.21.32;0x146967c24e;night-city-RDS03$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:29;3;An account was successfully logged on.;;172.20.21.32;0x146967bc9f;night-city-TM04$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:29;3;An account was logged off.;;172.20.21.32;0x14691f440a;night-city-SQL02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:28;3;An account was successfully logged on.;;172.20.21.32;0x1469678d6d;FarEast-CUS04$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:26;3;An account was logged off.;;172.20.21.32;0x14691ba683;night-city-KONT02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:25;3;An account was logged off.;;172.20.21.32;0x146929a149;night-city-MPC06$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:23;3;An account was logged off.;;172.20.21.32;0x14691af7b9;night-city-MPC08$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:23;3;An account was logged off.;;172.20.21.32;0x1469285dec;night-city-RDCB01$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:22;3;An account was logged off.;;172.20.21.32;0x1469292480;night-city-CA01$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:21;;File Created;;172.20.21.32;;SYSTEM;;c:\windows\system32\svchost.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Windows Sysmon
02.04.2021 11:18:16;3;An account was successfully logged on.;;172.20.21.32;0x146964c9ee;night-city-SH02$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:12;3;An account was logged off.;;172.20.21.32;0x14691e32c4;night-city-RDS03$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:11;3;An account was successfully logged on.;;172.20.21.32;0x1469638c5d;night-city-MPC06$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:11;3;An account was successfully logged on.;;172.20.21.32;0x1469638c67;night-city-MPC06$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:10;3;An account was logged off.;;172.20.21.32;0x146909c6f6;night-city-VADM02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:09;3;An account was successfully logged on.;;172.20.21.32;0x1469630e31;night-city-MPC08$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:07;3;An account was successfully logged on.;;172.20.21.32;0x1469628150;night-city-CA01$;;-;-;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:04;3;An account was logged off.;;172.20.21.32;0x1469248f82;FarEast-MCONT02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:03;0;Process Created;;172.20.21.32;0x3e7;SYSTEM;c:\windows\system32\svchost.exe;c:\windows\system32\wbem\wmiprvse.exe;C:\Windows\system32\wbem\wmiprvse.exe -Embedding;e1bce838cd2695999ab34215bf94b501;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Windows Sysmon
02.04.2021 11:18:01;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:01;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:01;3;An account was logged off.;;172.20.21.32;0x14691659e4;night-city-TM04$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:00;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:18:00;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:59;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:59;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:58;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:58;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:58;3;An account was logged off.;;172.20.21.32;0x146906b97d;night-city-TM05$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:58;3;An account was logged off.;;172.20.21.32;0x146914d411;night-city-PTS01$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:57;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:57;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:56;3;An account was logged off.;;172.20.21.32;0x146922dea9;KHV-JIVS$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:56;3;An account was logged off.;;172.20.21.32;0x14690d89ea;night-city-RDS02$;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:56;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:56;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:55;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:55;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:54;;Service entered the stopped state;;;;;;;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
02.04.2021 11:17:54;;An operation was attempted on a privileged object.;;172.20.21.32;0xf7025a06e;K.Reeves;;C:\Windows\System32\wbem\WmiPrvSE.exe;;;3;night-city-conn02.ARASAKA;172.20.21.32;Microsoft;Microsoft Windows
